label,phrase,frequency
Class,Pr_Fe_Co_B_C,2
Class,Ce_Fe_Co_Ti,2
Class,Ce_Fe_CoTi,2
Class,Co_Sm,2
Class,α_Fe_/_Nd_Fe_B_nanocomposite_magnet,2
Class,die_upset_magnet,2
Class,Fe_Co_B,2
Class,Dy_substituted_alloy,2
Class,Pr_Fe_B,2
Class,Fe_B_/_Nd_Fe_B,2
Class,nanocomposite,2
Class,amorphous,2
Class,Fe_Nd_B,2
Class,melt_spun_SmCo,2
Class,HD_magnet,2
Class,M,2
Class,Nd_Ce_Fe_B_alloy,2
Class,Nd_Co,2
Class,Nd_Cu,2
Class,Nd_Fe_B_magnet,2
Class,poor_Nd_Fe_B_powder,2
Class,Pr_Co_B,2
Class,Sm_(_CoFe_)_alloy,2
Class,SmCo_magnet,2
Class,SmCo_Nb,2
Class,Nd_(_Fe_Co_)_B,1
Class,Sm_(_CoZr_)_alloy,1
Class,Sm_Co,1
Class,Sm_Co_alloy,1
Class,Sm_Co_based,1
Class,Sm_Co_based_magnet,1
Class,Sm_Co_compound,1
Class,Sm_Co_Cu_Fe_Zr_alloy,1
Class,Sm_Co_Fe,1
Class,Sm_Co_Fe_Cu,1
Class,Sm_Co_Fe_Zr_B_Cu,1
Class,Sm_Co_H,1
Class,Sm_Co_magnet,1
Class,Sm_Co_type_magnet,1
Class,Sm_Fe,1
Class,Sm_Fe_Al,1
Class,Sm_Fe_alloy,1
Class,Sm_Fe_B,1
Class,Sm_Fe_C,1
Class,Sm_Fe_Ga_C,1
Class,Sm_Fe_Ga_C_/_α_Fe,1
Class,Sm_Fe_Ga_C_based_nanocomposite,1
Class,Sm_Fe_M_C_material,1
Class,Sm_Fe_N_(_C_),1
Class,Sm_Fe_N_/_Fe_Co_composite,1
Class,Sm_Fe_N_/_Fe_Co_nanocomposite_magnet,1
Class,Sm_Fe_Si_C,1
Class,Sm_Fe_Ti,1
Class,Sm_Fe_Ti_V,1
Class,Sm_Zr_(_Fe_Co_)_Ti_compound,1
Class,Sm_Zr_(_Fe_Co_)_Ti_magnet,1
Class,SmCo_/_Fe_(_Co_)_based_nanocomposite_magnet,1
Class,SmCo_/_Fe_system,1
Class,SmCo_/_α_Fe_nanocomposite_magnet,1
Class,SmCo_based_magnet,1
Class,SmCo_Nb_magnet,1
Class,SmCo_sintered_magnet,1
Class,SmFe_M,1
Class,SmFe_M_magnet,1
Class,SPS_treated_magnet,1
Class,SrAl_Fe,1
Class,SrAl_Fe_O,1
Class,SrFe_O,1
Class,strontium_hexaferrite,1
Class,LaCe,1
Class,Tb_Fe_B,1
Class,Tb_Fe_B_alloy,1
Class,TbCu_type_Sm_Zr_Fe_Co_N_material,1
Class,Th_Zn,1
Class,thick_film_magnet,1
Class,thick_permanent_magnet,1
Class,thin_magnet,1
Class,uniaxial_Ce_Fe_B,1
Class,uniaxial_Nd_Fe_B_magnet,1
Class,without_Nd_Cu,1
Class,ZrC,1
Class,α_Co,1
Class,α_Fe,1
Class,α_Fe_/_Nd_Fe_B,1
Class,α_Fe_/_Nd_Fe_B_alloy,1
Class,α_Fe_/_Nd_Fe_B_magnet,1
Class,α_Fe_/_Nd_Fe_B_nanocomposite,1
Class,α_Fe_/_Pr_Fe_B_film,1
Class,α_Fe_magnet,1
Class,α_Fe_nanocomposite,1
Class,α_Fe_nanocomposite_magnet,1
Class,α_Nd,1
Class,β_La,1
Class,recycled_magnet,1
Class,Nd_Co,1
Class,"Nd_Co_(_x_=_0_,_0_and_0_)_alloy",1
Class,0_wt_._%_Nd_Fe_Al_Cu_B_+_0_wt_._%_(_Nd_Ce_)_Fe_Al_Cu_B,1
Class,"(_PrNd_Ce_)_(_Fe_,_TM_)_B",1
Class,Nd_Ce_Fe_B_sintered_magnet,1
Class,magnet_diffusion_processed,1
Class,diffusion_processed_magnet,1
Class,as_cast_alloy_at_x_=_0,1
Class,annealed_x_=_0_alloy,1
Class,hard_magnetic_Nd_Fe_Co_Al_B,1
Class,#NAME?,1
Class,heat_treated_alloy_with_x_=_0,1
Class,annealed_alloy,1
Class,as_cast_alloy,1
Class,as_cast_magnet,1
Class,high_coercivity_Nd_Fe_Co_Al_B_(_x_=_0_0_)_hard_magnet,1
Class,(_Pr_Nd_)_Cu_Fe_B_(_wt_%_)_starting_magnet,1
Class,Fe_Nd_B_alloy,1
Class,"combination_of_Nd_Fe_B_,_Fe_α_and_amorphous_phase",1
Class,DQ_alloy,1
Class,OQ_+_annealed_[_(_La_Ce_)_Nd_]_Fe_B_alloy,1
Class,(_La_Ce_)_Nd_Fe_B_alloy,1
Class,selected_alloy,1
Class,these_magnet,1
Class,nanocomposite_alloy,1
Class,melt_spun_Pr_Fe_Co_NbB_C_alloy,1
Class,melt_spun_Co_and_C_substituted_Pr_Fe_Co_Ti_B_C_alloy,1
Class,melt_spun_(_Nd_La_)_Fe_Cr_B_alloy,1
Class,isotropic_RE_Fe_B_/_α_Fe_nanocomposite_magnet,1
Class,RE_metal,1
Class,Fe,1
Class,Pr_Fe_B,1
Class,"[_(_Pr_,_Nd_)_Ce_]_Dy_Fe_Al_Cu_B_sintered_magnet_sample",1
Class,(_Nd_Ce_)_Fe_B_alloy,1
Class,"(_Nd_,_Ce_)_Fe_B",1
Class,R_Ce_Fe_B_alloy,1
Class,Nd_Fe_B_/_Fe_B_alloy,1
Class,Nd_Fe_B_/_α_Fe,1
Class,NdFeB_based_permanent_magnet,1
Class,(_Nd_La_)_Fe_Co_Cr_B_alloy,1
Class,Pr_Fe_Ti_B_alloy,1
Class,melt_spun_(_Nd_Pr_)_(_Fe_Co_)_Nb_B_alloy,1
Class,sintered_NdFeB_alloy,1
Class,Nd_Fe_B_/_Fe_B_type_nanocomposite_alloy,1
Class,Nd_Fe_B_/_α_Fe_nanocomposite,1
Class,bonded,1
Class,Dy_free_Nd_Pr_B_Cu_Al_Co_Fe_at_%_(_0_wt_%_RE_content_)_magnet,1
Class,"near_stoichiometric_Nd_Fe_B_magnet_(_Pr_,_Nd_)_Fe_B_(_at_%_)",1
Class,Pr_Cu_alloy,1
Class,Dy_free_Nd_Pr_Fe_Co_B_Nb_Al_Cu_sintered_magnet,1
Class,Nd_Fe_B_based_nanocomposite_magnet,1
Class,"Fe_M_B_Nd_Nb_(_M_=_Si_,_Gd_,_Si_+_Gd_;_x_=_0_0_at_%_)_bulk_magnet",1
Class,Nd_Fe_B_/_α_Fe_(_Fe_B_)_magnet,1
Class,quaternary_magnet,1
Class,Annealed_Fe_B_Nd_Nb_magnet,1
Class,Fe_B_Nd_Nb_magnet,1
Class,Fe_B_Nd_Gd_Nb_Si_magnet,1
Class,optimally_annealed_Fe_B_Nd_Gd_Nb_Si,1
Class,Fe_B_Nd_Nb_Si_rod_magnet,1
Class,quinternary_alloy,1
Class,as_solidified_alloy,1
Class,soft_magnetic_phase_α_Fe_and_Nd_Fe,1
Class,Nd_Zr_Fe_Co_B,1
Class,soft_magnetic_phase_Nd_Fe,1
Class,Fe_Nd_B_permanent_magnet,1
Class,Co_Sm,1
Class,Zr_Co,1
Class,Co_Zr_Si_B_system,1
Class,permanent_magnetic_material,1
Class,rare_earth_free_permanent_magnet,1
Class,Nd_Pr_Dy_Fe_Ga_Zr_Al_Co_Cu_B_C_O_wt_%,1
Class,Nd_Fe_B_type_rare_earth_permanent_magnet,1
Class,Dy_containing_Nd_Fe_B_magnet,1
Class,Co_(_Nd_Ce_)_Fe_Co_B_alloy,1
Class,Ce_substituted_Nd_Fe_B_based_alloy,1
Class,respective_alloy,1
Class,(_Nd_Ce_)_Fe_(_Co_TM_)_B_+_0_%_ZrC_alloy,1
Class,"(_Nd_Ce_)_Fe_(_Co_,_TM_)_B_+_0_%_ZrC_alloy",1
Class,(_Nd_Ce_)_Fe_(_Co_Cr_)_B_+_0_%_ZrC,1
Class,rare_earth_magnet,1
Class,Nd_Ce_Fe_TM_B_based_alloy,1
Class,Ce_substituted_Nd_Fe_B_alloy,1
Class,as_cast_(_Nd_Ce_)_Fe_B_alloy,1
Class,"(_Nd_,_Pr_)_Fe_Co_Nb_B_alloy",1
Class,anisotropic_sintered_magnet,1
Class,Nd_PrFe_B_alloy,1
Class,Nd_Fe_B_Pr_Fe_B_system,1
Class,Nd_Fe_B_Pr_Fe_B,1
Class,Nd_Fe_B_Tb_Fe_B_system,1
Class,RE_Fe_B,1
Class,Fe_B_sintered_magnet,1
Class,"(_Nd_,_Dy_)_Fe_B",1
Class,Dy_free_original_magnet,1
Class,"Nd_Co_Fe_Al_B_(_x_=_0_,_0_,_0_)",1
Class,"RE_Al_Co_(_RE_=_Y_,_Ce_,_La_,_Pr_,_Nd_,_Gd_,_Tb_,_Dy_,_Ho_and_Er_)",1
Class,"(_Nd_,_Pr_)_Fe_Al",1
Class,Nd_Fe_Co_Al,1
Class,"Nd_Fe_Al_B_(_x_=_0_,_0_,_0_,_0_)",1
Class,Nd_Co_Al_ternary_system,1
Class,"Nd_Al_TM_(_TM_=_Fe_,_Co_,_Ni_or_Cu_)_alloy",1
Class,Nd_Fe_Cu_B_magnet,1
Class,0_wt_._%_ZrC,1
Class,Nd_Pr_Fe_Co_B_Ga_Cu_(_at_%_),1
Class,Pr_Cu_diffusion_processed_hot_deformed_Nd_Fe_B_magnet,1
Class,hot_deformed_magnet,1
Class,die_upset_alloy,1
Class,(_Nd_Ce_)_Fe_B_and_(_Nd_Ce_)_Fe_Co_B,1
Class,0_%_ZrC,1
Class,"(_Nd_Ce_)_Fe_Co_B_+_0_%_ZrC_(_x_=_0_,_y_=_0_,_z_=_0_)",1
Class,(_Nd_Ce_)_Fe_B_(_x_=_0_),1
Class,pure_Ce_Fe_B,1
Class,Co_Nd_Fe_B_alloy,1
Class,(_Nd_Ce_)_Fe_Co_B_nanostructured_magnet,1
Class,Fe_B_/_Nd_Fe_B,1
Class,anisotropic_nanocomposite_magnet,1
Class,Nd_Fe_B_/_Fe_B_based_isotropic_magnet,1
Class,isotropic_magnet,1
Class,bulk_material,1
Class,ferrite_magnet,1
Class,(_Nd_Dy_)_Fe_B_magnet,1
Class,Sm_Co_type_magnet,1
Class,Sm_Co_magnet,1
Class,hard_ferrite,1
Class,RE_Fe_B_alloy,1
Class,RE_Fe_B_based_alloy,1
Class,RE_Fe_B_magnet,1
Class,RE_Fe_B_sintered_magnet,1
Class,RE_Fe_B_system,1
Class,RE_Fe_B_Zr,1
Class,RE_Fe_C_system,1
Class,sintered_(_Nd_Ce_),1
Class,sintered,1
Class,sintered_ferrite,1
Class,sintered_Nd_Ce_Fe_B_magnet,1
Class,sintered_Nd_Fe_B,1
Class,sintered_Nd_Fe_B_magnet,1
Class,sintered_Nd_Pr_Fe_Co_B_Nb_Al_Cu_magnet,1
Class,sintered_NdFeB,1
Class,sintered_single_alloy,1
Class,sintered_Sm_(_CoFeCuZr_)_magnet,1
Class,Sm_(_Co_Cu_)_Fe_M_ribbon,1
Class,Sm_(_Co_Cu_Fe_Zr_)_ribbon,1
Class,Sm_(_Co_Fe_Cu_Zr_),1
Class,Sm_(_Co_Fe_Cu_Zr_)_magnet,1
Class,Sm_(_Co_Fe_Cu_Zr_)_ribbon,1
Class,Sm_(_Co_Fe_Cu_Zr_B_)_ribbon,1
Class,Sm_(_Co_Fe_Cu_Zr_C_),1
Class,Sm_(_Co_Fe_Zr_C_),1
Class,Sm_(_CoFe_),1
Class,Sm_(_CoFe_)_ribbon,1
Class,Sm_(_CoFeCuZr_)_alloy,1
Class,Sm_(_CoFeCuZr_)_magnet,1
Class,Sm_(_CoFeMn_)_B_ribbon,1
Class,Nd_Fe_B_/_α_Fe_nanocomposite_magnet,1
Class,Nd_Dy_Al_diffusion_processed_magnet,1
Class,commercial_Nd_Fe_B_sintered_magnet,1
Class,Dy_saving_high_coercivity_Nd_Fe_B_permanent_magnet,1
Class,Nd_Fe_B_based_permanent_magnet,1
Class,diffusion_processed_Ce_Fe_B_based_magnet,1
Class,Nd_Ag_alloy,1
Class,Nd_Cu,1
Class,"core_shell_structured_(_Ce_,_Nd_)_Fe_B_hot_deformed_magnet",1
Class,"(_Nd_,_Ce_)_based_alloy",1
Class,Pr_Fe_Co_B_system,1
Class,Nd_Fe_Co_B,1
Class,Ce_Fe_Co_B_alloy,1
Class,Co_Fe,1
Class,Ce_Fe_B_Hf_alloy,1
Class,Nd_Pr_Dy_Fe_B_Co_Al_Cu,1
Class,original_N48M_magnet,1
Class,R_Fe_BH,1
Class,N48M_magnet,1
Class,NdFeB_sintered_magnet,1
Class,directly_annealed_partially_amorphous_(_Nd_Pr_)_Fe_Co_Nb_B,1
Class,bulk_magnet_made_at_ε_=_0,1
Class,uniaxial_Nd_Fe_B_magnet,1
Class,"Nd_(_Fe_,_Co_,_Al_)",1
Class,"Nd_(_Fe_,_Co_,_Al_)_B",1
Class,Dy_O,1
Class,"sintered_(_Nd_,_Y_,_Dy_)_Fe_B_magnet",1
Class,"Sm_(_Co_,_Cu_,_Fe_,_Zr_)",1
Class,"Sm_(_Co_,_Cu_,_Fe_,_Zr_)_permanent_magnet",1
Class,"Sm_(_Co_,_Fe_,_Cu_,_Zr_)_type_sintered_magnet",1
Class,"Sm_(_Fe_,_Co_,_Ti_)_ribbon",1
Class,[_Nd_Dy_]_Fe_B_alloy,1
Class,O_Zr,1
Class,0_%_ZrC,1
Class,0_at_%_MRE,1
Class,0_M_FeSO,1
Class,steel,1
Class,0_wt_._%_Dy_Ga,1
Class,0_wt_._%_Nd_Dy_Fe_B,1
Class,0_wt_._%_Nd_Fe_B,1
Class,0_wt_._%_ZrC,1
Class,SmFe,1
Class,alloy_CeFe_Mo,1
Class,alloy_magnet,1
Class,anisotropic_magnet,1
Class,anisotropic_nanocomposite,1
Class,anisotropic_Nd_Fe_B_composite,1
Class,anisotropic_sintered_magnet,1
Class,annealing_amorphous,1
Class,MnBi,1
Class,B_Nd_Nb,1
Class,B_rich_alloy,1
Class,waste,1
Class,ecycled_magnet,1
Class,Ce_doped_(_Nd_Ce_)_Fe_B_alloy,1
Class,Ce_doped_Nd_Fe_B_alloy,1
Class,Ce_doped_RE_Fe_B_magnet,1
Class,Ce_Fe_B,1
Class,Ce_Fe_B_based_magnet,1
Class,Ce_Fe_B_compound,1
Class,Ce_Fe_B_Hf_alloy,1
Class,Ce_Fe_B_magnet,1
Class,Ce_Fe_B_material,1
Class,Ce_Fe_Co_B_alloy,1
Class,Ce_Fe_Ti,1
Class,Ce_Nd_Fe_B_magnet,1
Class,Ce_substituted_Nd_Fe_B_alloy,1
Class,Ce_substituted_Nd_Fe_B_based_alloy,1
Class,Ce_Y,1
Class,Ce_Y_magnet,1
Class,CeFe_Co_Ti,1
Class,CeFe_Mo,1
Class,Co_(_Nd_Ce_)_Fe_Co_B_alloy,1
Class,Co_Cr,1
Class,Co_doped_Nd_Fe_B,1
Class,Co_Fe,1
Class,Co_Fe_Zr_C,1
Class,Co_Nd_Fe_B_alloy,1
Class,Co_TM_alloy,1
Class,Co_Zr,1
Class,Co_Zr_B,1
Class,Co_Zr_B_nanocomposite,1
Class,Co_Zr_B_system,1
Class,Co_Zr_Si_B_system,1
Class,SFAO,1
Class,containing_sintered_magnet,1
Class,Cr_C,1
Class,Cr_containing_Nd_Fe_Ti_Zr_Cr_B_C_magnet,1
Class,Cu_doped_Nd_Fe_B_sintered_magnet,1
Class,Cu_Zr,1
Class,Pr_Sm,1
Class,Co_C_magnet,1
Class,diffusion_processed_Ce_Fe_B_based_magnet,1
Class,diffusion_processed_hot_deformed_magnet,1
Class,diffusion_processed_magnet,1
Class,diffusion_processed_Nd_Fe_B_magnet,1
Class,Dy_/_Nd_Fe_B,1
Class,Dy_containing_Nd_Fe_B_magnet,1
Class,Dy_containing_Nd_Fe_B_sintered_magnet,1
Class,Dy_Cu,1
Class,Dy_Cu_alloy,1
Class,Dy_doped_Nd_Fe_B_sintered_magnet,1
Class,Dy_Fe_B,1
Class,Dy_Fe_B_alloy,1
Class,Dy_free_Nd_Fe_B_sintered_magnet,1
Class,Dy_Ga,1
Class,Dy_Ga_alloy,1
Class,Dy_Mn,1
Class,Dy_Mn_alloy,1
Class,Dy_substituted_R_Fe_B,1
Class,Dy_Y,1
Class,DyF_EPD_coated_magnet,1
Class,EPD_coated_magnet,1
Class,EPD_coated_sintered_Nd_Fe_B_magnet,1
Class,Fe_(_Fe_B_)_magnet,1
Class,Fe_/_Nd_Fe_B,1
Class,Fe_/_Nd_Fe_B_alloy,1
Class,Fe_/_Nd_Fe_B_based_magnet,1
Class,Fe_/_Nd_Fe_B_magnet,1
Class,Fe_/_Nd_Fe_B_multilayer_magnet,1
Class,Fe_/_Nd_Fe_B_nanocomposite,1
Class,Fe_/_Nd_Fe_B_nanocomposite_magnet,1
Class,Fe_/_Pr_Fe_B_nanocomposite,1
Class,Fe_B_/_Nd_Fe_B_nanocomposite,1
Class,Fe_B_alloy,1
Class,Fe_B_based_material,1
Class,Fe_B_based_nanocomposite,1
Class,Fe_B_Nd,1
Class,Fe_B_Nd_Gd,1
Class,Fe_B_Nd_Gd_Nb,1
Class,Fe_B_Nd_Gd_Nb_Si,1
Class,Fe_B_Nd_Nb,1
Class,Fe_B_Nd_Nb_alloy,1
Class,Fe_B_Nd_Nb_magnet,1
Class,Fe_B_Nd_Nb_rod_magnet,1
Class,Fe_B_Nd_Nb_Si,1
Class,Fe_Co_/_Ta,1
Class,Fe_Co_alloy,1
Class,Fe_Co_nanocomposite,1
Class,Fe_Co_Nd_Dy_B_alloy,1
Class,Fe_Cu,1
Class,Fe_Cu_Zr,1
Class,Fe_M_B,1
Class,Fe_nanocomposite,1
Class,Fe_nanocomposite_magnet,1
Class,Fe_Nd_B_alloy,1
Class,Fe_Nd_B_Cr,1
Class,Fe_Nd_B_M,1
Class,Fe_Nd_B_M_alloy,1
Class,Fe_Nd_B_permanent_magnet,1
Class,Fe_Nd_B_V,1
Class,Fe_O,1
Class,Fe_Pt,1
Class,Fe_Pt_B,1
Class,Fe_rich_alloy,1
Class,Fe_Zr,1
Class,FePr_(_BSi_)_alloy,1
Class,GBDP_magnet,1
Class,Nd_Fe_B_phase,1
Class,ferrite_magnet,1
Class,Hf_Co_alloy,1
Class,hot_deformed_(_NdDy_)_Fe_Nb_B_magnet,1
Class,hot_deformed_Nd_Fe_B_bulk_magnet,1
Class,hot_deformed_Nd_Fe_B_magnet,1
Class,hot_deformed_Sm_Co_alloy,1
Class,hot_pressed_magnet,1
Class,La_Ce,1
Class,La_Ce_Fe_B,1
Class,Ti_alloy,1
Class,M_FeSO,1
Class,M_type_hexaferrite,1
Class,magnetic_material,1
Class,magnetic_material_Nd_Fe_B,1
Class,system,1
Class,SmCo_ribbon,1
Class,melt_spun_(_Nd_Ce_)_Fe_Co_B,1
Class,melt_spun_(_Nd_La_)_Fe_B_alloy,1
Class,melt_spun_(_Nd_La_)_Fe_Cr_B_alloy,1
Class,melt_spun_alnico,1
Class,melt_spun_magnet,1
Class,melt_spun_MM_Fe_B_alloy,1
Class,melt_spun_Nd_Fe_B,1
Class,melt_spun_Nd_Fe_B_alloy,1
Class,melt_spun_Nd_Fe_B_magnet,1
Class,melt_spun_Nd_Fe_Co_Al_B_alloy,1
Class,melt_spun_Pr_Fe_Co_B,1
Class,melt_spun_Pr_Fe_Co_NbB_C_alloy,1
Class,melt_spun_precipitation_hardened_magnet,1
Class,melt_spun_ribbon_of_(_Nd_Ce_)_Fe,1
Class,melt_spun_ribbon_of_Nd_Fe_B,1
Class,melt_spun_Sm_(_Co_Cu_Fe_Zr_)_ribbon,1
Class,melt_spun_Sm_(_CoFeCuZr_)_magnet,1
Class,melt_spun_Sm_(_CoFeCuZr_)_ribbon,1
Class,melt_spun_Sm_Fe_Ga_Ti_V,1
Class,melt_spun_Sm_Fe_precursor,1
Class,melt_spun_SmCo_ribbon,1
Class,Mn_Al,1
Class,Mn_Al_alloy,1
Class,MnBi_magnet,1
Class,MRE_Fe_B,1
Class,MRE_Fe_B_based_nanocomposite,1
Class,MRE_Fe_B_Zr,1
Class,MRE_Fe_B_Zr_alloy,1
Class,multilayer_magnet,1
Class,Nb_Si,1
Class,Nb_Si_magnet,1
Class,Nb_Si_rod_magnet,1
Class,Nb_substituted_magnet,1
Class,Nb_substituted_Pr_Fe_Nb_B_magnet,1
Class,Nd_(_Ce_Y_)_Fe_Al_Cu_B,1
Class,Nd_(_Co_Fe_)_B,1
Class,Nd_(_Co_Fe_)_B_melt_spun_ribbon,1
Class,Nd_(_Cu_)_Fe_B,1
Class,(_Nd_Dy_)_Fe_B_permanent_magnet,1
Class,Nd_(_Fe_Co_)_B_/_Sm,1
Class,Nd_(_Fe_Co_)_B_alloy,1
Class,Nd_(_FeCo_)_B,1
Class,Nd_(_FeCoAl_)_B,1
Class,Nd_Al,1
Class,Nd_Al_diffusion_processed_magnet,1
Class,Nd_Al_Ni_Cu,1
Class,Nd_Al_Ni_Cu_alloy,1
Class,Nd_based_magnet,1
Class,Nd_Ce_Fe_B,1
Class,Nd_Ce_Fe_B_magnet,1
Class,Nd_Ce_Fe_B_melt_spun_ribbon,1
Class,Nd_Ce_Fe_B_permanent_magnet,1
Class,Nd_Ce_Fe_B_sintered_magnet,1
Class,Nd_Ce_Fe_Co_B_alloy,1
Class,Nd_Ce_Fe_TM_B_based_alloy,1
Class,Nd_Co_Al,1
Class,Nd_Co_alloy,1
Class,Nd_Co_B,1
Class,Nd_Co_B_alloy,1
Class,Nd_Co_Fe_Al_B,1
Class,Nd_Cu_alloy,1
Class,Nd_Cu_diffusion_processed_magnet,1
Class,Nd_Cu_eutectic_alloy,1
Class,Nd_Cu_type_alloy,1
Class,Nd_Dy_Al,1
Class,Nd_Dy_Al_alloy,1
Class,Nd_Dy_Al_diffusion_processed_hot_deformed_magnet,1
Class,Nd_Dy_Al_diffusion_processed_magnet,1
Class,Nd_Dy_Co_Cu_Fe_alloy,1
Class,Nd_Dy_Co_Cu_Fe_alloy_powder,1
Class,Nd_Dy_Cu,1
Class,Nd_Dy_Cu_alloy,1
Class,Nd_Dy_Fe_B,1
Class,Nd_Dy_Fe_B_magnet,1
Class,Nd_Dy_Fe_Co_B,1
Class,Nd_Dy_Fe_Co_Ga_B,1
Class,Nd_Dy_Fe_Co_Ga_B_magnet,1
Class,Nd_Dy_Fe_Ga_B,1
Class,Nd_Dy_Fe_Nb_B_alloy,1
Class,Nd_Dy_Fe_Ti_Nb_Co_B,1
Class,Nd_Dy_Fe_Zr_Nb_Co_B,1
Class,Nd_Fe,1
Class,Nd_Fe_Al,1
Class,Nd_Fe_Al_alloy,1
Class,Nd_Fe_Al_B,1
Class,Nd_Fe_Al_Co_B,1
Class,Nd_Fe_Al_Co_B_alloy,1
Class,Nd_Fe_Al_Cu_B,1
Class,Nd_Fe_Al_system,1
Class,Nd_Fe_B_/_Fe_/_Nd_Fe_B,1
Class,Nd_Fe_B_/_Fe_B,1
Class,Nd_Fe_B_/_Fe_B_alloy,1
Class,Nd_Fe_B_/_Fe_B_magnet,1
Class,Nd_Fe_B_/_Fe_B_nanocomposite_magnet,1
Class,Nd_Fe_B_/_Fe_B_type_nanocomposite,1
Class,Nd_Fe_B_/_Fe_Co,1
Class,Nd_Fe_B_/_Fe_nanocomposite,1
Class,Nd_Fe_B_/_FeCo,1
Class,Nd_Fe_B_/_FeCo_nanocomposite,1
Class,Nd_Fe_B_/_Sm_(_Co_Fe_Cu_Zr_),1
Class,Nd_Fe_B_/_Ta,1
Class,Nd_Fe_B_/_α_Fe,1
Class,Nd_Fe_B_/_α_Fe_magnet,1
Class,Nd_Fe_B_/_α_Fe_nanocomposite,1
Class,Nd_Fe_B_/_α_Fe_nanocomposite_magnet,1
Class,Nd_Fe_B_/_α_Fe_thick_film,1
Class,Nd_Fe_B_alloy,1
Class,Nd_Fe_B_based,1
Class,Nd_Fe_B_based_alloy,1
Class,Nd_Fe_B_based_magnet,1
Class,Nd_Fe_B_based_nanocomposite_magnet,1
Class,Nd_Fe_B_based_permanent_magnet,1
Class,Nd_Fe_B_based_sintered_magnet,1
Class,Nd_Fe_B_bonded_magnet,1
Class,Nd_Fe_B_bulk_magnet,1
Class,Nd_Fe_B_bulk_nanocomposite_magnet,1
Class,Nd_Fe_B_C_Ti_Ga,1
Class,Nd_Fe_B_composite,1
Class,Nd_Fe_B_compound,1
Class,Nd_Fe_B_film_magnet,1
Class,Nd_Fe_B_Hf,1
Class,Nd_Fe_B_Hf_alloy,1
Class,Nd_Fe_B_hot_deformed_magnet,1
Class,Nd_Fe_B_material,1
Class,Nd_Fe_B_melt_spun_alloy,1
Class,Nd_Fe_B_melt_spun_material,1
Class,Nd_Fe_B_nanocomposite_magnet,1
Class,Nd_Fe_B_Nb,1
Class,Nd_Fe_B_Nb_alloy,1
Class,Nd_Fe_B_Nb_Ga_alloy,1
Class,Nd_Fe_B_Nd_Fe_B,1
Class,Nd_Fe_B_O_C,1
Class,Nd_Fe_B_permanent_magnet,1
Class,Nd_Fe_B_Pr_Fe_B,1
